State,var_feat_0,var_feat_1,var_feat_2,var_feat_3,var_feat_4,var_feat_5,var_feat_6,var_feat_7,var_feat_8,var_feat_9,var_feat_10,var_feat_11,var_feat_12,var_feat_13,var_feat_14,var_feat_15
maryland,-0.292786628302659,-1.0065446985582858,-0.049163886855852344,1.0257094726004035,-0.1401519232129412,4.1295966144251715,-0.0384157751663732,-0.7719637950172529,-0.29321911106584436,-3.4765648593448315,-0.01643601366139082,0.4907098878042979,-0.0009317266363797906,0.0003383867207721289,-0.00023926764562009806,1.9448953224322362e-05
michigan,0.27269548664771004,10.04427460136104,0.04400362130428942,1.1362478167742542,-0.034152691407445146,2.5113750824853844,0.032273212029921186,-0.16023067449871678,-0.6006973905526347,-2.9055308593253195,0.00026990762164273707,0.18982445421553484,0.03175018879819283,0.10550252411856821,0.004655115049639666,0.015662777368919214
missouri,-1.666539232326019,-2.3113581738021796,0.06086258838736844,1.3060695283000239,-0.40376581491820906,-15.352933188818673,0.04507475956728134,-0.2835938406533578,0.10079679101854944,-1.5511734796193517,-0.018560545720043647,0.835383007848958,0.17545220109881488,-0.03466439367497096,0.001749697998761345,0.0020975241313138143
montana,0.22541857551549638,3.856333452439941,0.05584887935712628,0.5497364283501658,0.08406982980899536,-1.7016261907444121,-0.0022503373991003203,-0.7345772442241142,0.23316096447059348,3.5385949680014055,-0.10715334997994373,1.1466752182179931,-0.0009856759552391962,0.0033214302235381756,3.397117936302997e-05,0.00011989909502760437
nebraska,-1.6508317970599657,-2.7996096534874693,0.022380685741740725,1.3136168798309669,-1.7300747984160676,-27.16686047154917,0.005732697993339472,-1.098232771733175,-0.9173957695675783,-4.411060425627053,-0.010447598633259971,0.06045757844121103,0.0024357465781477466,-0.011835258393698755,-5.721431452962054e-05,0.0003803012180809052
ohio,-0.09293324286157412,2.3519444177894755,0.11218334626024312,1.6964894015352923,0.1948315111573506,-0.4242702573978329,-0.02415022337854808,-1.2113578051528389,-0.3594141696217909,-2.2352188512219424,0.05207295753561775,0.9026713734581758,0.003425934727344065,0.004607229867033012,0.004217354226545305,0.0085434742743613
oklahoma,-0.8257395377815151,8.740341519741643,0.006668636271893985,1.1889102447864197,-0.623684682814589,-22.68642094976349,0.0071263414550393304,-0.8762910971056194,-0.28833435082788705,33.51734539778739,0.0077520557705262946,0.29881032855721706,-0.0024532039313522923,0.0017861086766439644,0.00015089281586760825,5.69380798691419e-05
oregon,0.037203045775726,-7.97647978923302,0.0836549804114671,0.19160079260490626,0.5951629517636868,-2.0164463207204335,0.07544239278208764,0.003330163947603937,0.07411855466664029,4.026346280316199,0.0028301425977641514,0.9050982845603053,0.002236028146103579,-0.00018800536109828077,-0.00010249028312864605,5.2232737423097463e-05
pennsylvania,-0.32205462430037507,6.43959866690393,-0.007791844865793679,-0.4471829346180236,0.36976068130405204,4.517233981293142,0.0068184154684442985,-0.4392360244114447,0.21327608977448806,-2.5995634448750247,-0.05675899891507192,-0.5882496186889383,0.002457183235004061,-0.0005066908297103378,2.9734111447365395e-05,7.8142314929988e-06
tennessee,-0.8523073810400448,6.592095288050858,-0.015953889749258918,1.4722341172615556,-0.2924050103128968,-7.837135447481053,0.0018018606401735762,-0.7492829812498045,-0.44320949057578307,-1.0540600748017157,0.006329812079525793,0.12533012844628494,0.0027761423577300735,-0.003043330543996954,0.00014252971003602652,0.00010846535177551769
texas,-0.16679137807665478,32.253431378474495,-0.008278277259608557,1.3929864705121024,0.5031036426364679,-28.788231359053643,0.027925433159749234,-1.320195988866596,-0.6841146695613616,36.21481954527482,-0.017669115149368256,0.5082194653725145,-0.00043472546350915565,-0.0008485514922094828,0.00010844348220203446,-5.9829421027227573e-05
utah,-0.7314282142773232,5.114002313472597,0.006610381614676614,1.289890675826866,-0.3342542149035618,-1.9639223905315328,0.03286418332281159,-0.8582925321529881,-0.6937278716012011,8.036076191651684,0.017038536950479098,0.4595590748353003,0.009885971920198784,0.0024161862291881705,0.00119572860545778,0.0006344355155864293
virginia,-0.5138001916305035,-0.804842520750871,-0.027718485584464103,0.6617617064824338,-0.23560544141660045,-3.726920383530745,0.05995716548723574,-0.5380455369693828,-0.23416692027316494,5.216989625900431,0.03209959864360617,0.21575883905418777,-0.00022540184798511444,-0.00032309180224503626,0.0001985789333268139,-4.249506966986684e-05
washington,0.12254397791829413,-15.933703195146844,-0.0021604598781431172,1.167884616114201,0.009555135967540554,19.433037364582972,-0.0036291560281827007,-0.29892860342561056,-0.9428423300821702,2.7899623776759936,-0.0046096328745565615,0.6255469394084374,0.0026341174230082925,0.0007002736697289041,0.0019544617731970877,0.003433636002668714
wisconsin,-0.52734407767459,3.5068002956442172,0.09466600943141783,0.2023359236288059,0.30989178673953344,-6.794388984249017,0.13227118093295792,-0.15275932591842895,0.21619189013208048,8.69964057127928,0.08964087232671558,-0.37001021510061155,0.010993000041333805,-0.010003534529031119,0.000476772564449723,0.000316411352393911
